channel,respondent_id,start_date,end_date,us_state,year_of_birth,gender,race,income,degree,pcp_img,cardiologist_img,psychiatrist_img,dentist_img,pcp,cardiologist,psyciatrist,denstist
surveymonkey,10885867355,7/26/19 10:45,7/26/19 10:49,Michigan,1990,Female,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 4,Image 2,Image 2,Image 3,Female,Female,Female,Female
surveymonkey,10885853804,7/26/19 10:39,7/26/19 10:45,Wisconsin,1974,Male,White / Caucasian,"$50,000 and $99,999",High School Graduate,Image 3,Image 3,Image 3,Image 1,Female,Male,Male,Male
surveymonkey,10885844950,7/26/19 10:34,7/26/19 10:37,Pennsylvania,1970,Female,Asian / Pacific Islander,"$100,000 to $149,999",Preferë_NOT to disclose,Image 2,Image 3,Image 3,Image 1,Male,Male,Male,Male
surveymonkey,10885835774,7/26/19 10:28,7/26/19 10:30,Florida,1997,Male,White / Caucasian,"Less thanë_$10,000",Bachelor's Degree (4-year),Image 1,Image 1,Image 2,Image 2,Male,Female,Female,Male
surveymonkey,10885824335,7/26/19 10:16,7/26/19 10:24,Pennsylvania,1996,Male,White / Caucasian,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 4,Image 3,Image 2,Image 1,Female,Male,Female,Male
surveymonkey,10885817088,7/26/19 10:06,7/26/19 10:21,Missouri,2001,Female,White / Caucasian,Prefer NOT to disclose,High School Graduate,Image 3,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10885812489,7/26/19 10:18,7/26/19 10:22,Florida,1994,Female,Prefer not to disclose,"$50,000 and $99,999","Professional Degree (MD, JD etc.)",Image 2,Image 4,Image 4,Image 1,Male,Male,Male,Male
surveymonkey,10885788563,7/26/19 10:04,7/26/19 10:07,New Mexico,1989,Female,White / Caucasian,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 4,Image 2,Image 4,Image 2,Female,Female,Male,Male
surveymonkey,10885782075,7/26/19 10:00,7/26/19 10:04,Iowa,1970,Male,Prefer not to disclose,Prefer NOT to disclose,Bachelor's Degree (4-year),Image 4,Image 4,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10885779100,7/26/19 10:02,7/26/19 10:03,Florida,1996,Male,Black or African American,"$10,000ë_to $49,999",Doctoral Degree,Image 1,Image 4,Image 4,Image 1,Male,Male,Male,Male
surveymonkey,10885772745,7/26/19 9:55,7/26/19 9:59,Arizona,1987,Female,White / Caucasian,"$10,000ë_to $49,999",Associate Degree (2-year),Image 2,Image 1,Image 1,Image 4,Male,Female,Female,Female
surveymonkey,10885768860,7/26/19 9:56,7/26/19 9:57,Ohio,1969,Male,White / Caucasian,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 1,Image 4,Image 2,Image 3,Male,Male,Female,Female
surveymonkey,10885765748,7/26/19 9:52,7/26/19 9:56,Maryland,1977,Female,Black or African American,"$100,000 to $149,999",High School Graduate,Image 3,Image 2,Image 1,Image 2,Female,Female,Female,Male
surveymonkey,10885765057,7/26/19 9:55,7/26/19 9:57,New York,1992,Female,White / Caucasian,"$50,000 and $99,999",Associate Degree (2-year),Image 2,Image 2,Image 4,Image 1,Male,Female,Male,Male
surveymonkey,10885764318,7/26/19 9:51,7/26/19 9:55,Virginia,1969,Female,Black or African American,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 3,Image 1,Image 3,Image 2,Female,Female,Male,Male
surveymonkey,10885755372,7/26/19 9:46,7/26/19 9:51,Washington,1981,Female,White / Caucasian,"$150,000 to $199,999",Associate Degree (2-year),Image 2,Image 3,Image 2,Image 4,Male,Male,Female,Female
surveymonkey,10885750588,7/26/19 9:46,7/26/19 9:49,Florida,1995,Female,White / Caucasian,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 2,Image 1,Image 4,Image 3,Male,Female,Male,Female
surveymonkey,10885743700,7/26/19 9:45,7/26/19 9:49,Wisconsin,1998,Male,White / Caucasian,"$50,000 and $99,999","Professional Degree (MD, JD etc.)",Image 4,Image 3,Image 4,Image 4,Female,Male,Male,Female
surveymonkey,10885743678,7/26/19 9:45,7/26/19 9:48,New Jersey,1959,Male,Multiple ethnicities,"$100,000 to $149,999",Associate Degree (2-year),Image 4,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10885743310,7/26/19 9:43,7/26/19 9:45,Michigan,1999,Female,White / Caucasian,"Less thanë_$10,000",High School Graduate,Image 4,Image 3,Image 2,Image 4,Female,Male,Female,Female
surveymonkey,10885737064,7/26/19 9:10,7/26/19 9:42,Texas,1980,Female,White / Caucasian,"$50,000 and $99,999","Professional Degree (MD, JD etc.)",Image 3,Image 1,Image 4,Image 4,Female,Female,Male,Female
surveymonkey,10885734199,7/26/19 9:41,7/26/19 9:45,Michigan,1978,Male,White / Caucasian,"$50,000 and $99,999",High School Graduate,Image 3,Image 2,Image 1,Image 4,Female,Female,Female,Female
surveymonkey,10885732656,7/26/19 9:31,7/26/19 9:37,Connecticut,1997,Male,Hispanic,"$10,000ë_to $49,999",High School Graduate,Image 3,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10885729183,7/26/19 9:33,7/26/19 9:39,California,1992,Female,White / Caucasian,Prefer NOT to disclose,Bachelor's Degree (4-year),Image 3,Image 1,Image 4,Image 2,Female,Female,Male,Male
surveymonkey,10885724105,7/26/19 9:33,7/26/19 9:36,New York,1993,Female,White / Caucasian,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 4,Image 2,Image 4,Image 2,Female,Female,Male,Male
surveymonkey,10885714561,7/26/19 9:29,7/26/19 9:32,Maryland,1990,Male,White / Caucasian,"$100,000 to $149,999","Professional Degree (MD, JD etc.)",Image 4,Image 3,Image 1,Image 3,Female,Male,Female,Female
surveymonkey,10885713515,7/26/19 9:30,7/26/19 9:34,California,1998,Female,White / Caucasian,"$100,000 to $149,999",Associate Degree (2-year),Image 3,Image 2,Image 2,Image 4,Female,Female,Female,Female
surveymonkey,10885705887,7/26/19 9:26,7/26/19 9:29,Illinois,1984,Female,Black or African American,"$10,000ë_to $49,999",Associate Degree (2-year),Image 4,Image 4,Image 2,Image 4,Female,Male,Female,Female
surveymonkey,10885705459,7/26/19 9:23,7/26/19 9:27,Washington,1991,Female,White / Caucasian,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 3,Image 3,Image 1,Image 4,Female,Male,Female,Female
surveymonkey,10885687580,7/26/19 9:19,7/26/19 9:21,California,1998,Female,Black or African American,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 4,Image 3,Image 2,Image 3,Female,Male,Female,Female
surveymonkey,10885683275,7/26/19 9:15,7/26/19 9:17,Wisconsin,1991,Female,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 3,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10885657431,7/26/19 9:01,7/26/19 9:06,Virginia,1978,Female,Multiple ethnicities,"$50,000 and $99,999",High School Graduate,Image 3,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10885644366,7/26/19 9:00,7/26/19 9:05,Georgia,1978,Male,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 1,Image 2,Image 2,Image 1,Male,Female,Female,Male
surveymonkey,10885619429,7/26/19 8:50,7/26/19 8:53,Louisiana,1994,Female,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 1,Image 3,Image 1,Image 2,Male,Male,Female,Male
surveymonkey,10885614043,7/26/19 8:30,7/26/19 8:48,Oregon,1983,Female,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 3,Image 1,Image 2,Image 1,Female,Female,Female,Male
surveymonkey,10885609120,7/26/19 8:45,7/26/19 8:48,Washington,1953,Male,White / Caucasian,"$200,000 or more",High School Graduate,Image 4,Image 3,,,Female,Male,NULL,NULL
surveymonkey,10885594287,7/26/19 8:34,7/26/19 8:40,California,1985,Male,Hispanic,"$50,000 and $99,999",High School Graduate,Image 2,Image 2,Image 3,Image 4,Male,Female,Male,Female
surveymonkey,10885590826,7/26/19 8:38,7/26/19 8:42,Virginia,1980,Female,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 1,Image 2,Image 1,Image 1,Male,Female,Female,Male
surveymonkey,10885557897,7/26/19 8:25,7/26/19 8:27,Georgia,1985,Female,Hispanic,"$50,000 and $99,999",High School Graduate,Image 3,Image 1,Image 3,Image 1,Female,Female,Male,Male
surveymonkey,10885544083,7/26/19 8:18,7/26/19 8:20,Georgia,1982,Male,Prefer not to disclose,"$100,000 to $149,999","Professional Degree (MD, JD etc.)",Image 2,Image 4,Image 4,Image 2,Male,Male,Male,Male
surveymonkey,10885542343,7/26/19 8:19,7/26/19 8:23,Virginia,1968,Female,White / Caucasian,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 4,Image 2,Image 1,Image 2,Female,Female,Female,Male
surveymonkey,10885528776,7/26/19 8:14,7/26/19 8:17,California,1979,Female,White / Caucasian,"$100,000 to $149,999",High School Graduate,Image 3,Image 1,Image 2,Image 2,Female,Female,Female,Male
surveymonkey,10885524840,7/26/19 8:12,7/26/19 8:14,New York,1969,Female,White / Caucasian,"$100,000 to $149,999","Professional Degree (MD, JD etc.)",Image 2,Image 3,Image 4,Image 4,Male,Male,Male,Female
surveymonkey,10885513874,7/26/19 8:04,7/26/19 8:08,Tennessee,1952,Female,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 1,Image 3,Image 3,Image 1,Male,Male,Male,Male
surveymonkey,10885510461,7/26/19 8:03,7/26/19 8:07,Nebraska,1953,Male,White / Caucasian,Prefer NOT to disclose,Preferë_NOT to disclose,Image 1,Image 3,Image 4,Image 2,Male,Male,Male,Male
surveymonkey,10885499315,7/26/19 8:02,7/26/19 8:04,Nevada,1973,Female,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 4,Image 4,Image 2,Image 4,Female,Male,Female,Female
surveymonkey,10885498434,7/26/19 8:00,7/26/19 8:02,New Jersey,2002,Male,Hispanic,"$50,000 and $99,999",High School Graduate,Image 4,Image 1,Image 2,Image 2,Female,Female,Female,Male
surveymonkey,10885485559,7/26/19 7:57,7/26/19 8:01,Illinois,1965,Male,White / Caucasian,"$200,000 or more","Professional Degree (MD, JD etc.)",Image 2,Image 3,Image 2,Image 3,Male,Male,Female,Female
surveymonkey,10885477511,7/26/19 7:50,7/26/19 7:53,Kansas,1991,Female,White / Caucasian,"Less thanë_$10,000",High School Graduate,Image 3,Image 2,Image 1,Image 3,Female,Female,Female,Female
surveymonkey,10885434094,7/26/19 7:27,7/26/19 7:35,New Jersey,1982,Male,Multiple ethnicities,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 4,Image 2,Image 1,Image 3,Female,Female,Female,Female
surveymonkey,10885400250,7/26/19 7:20,7/26/19 7:27,Texas,1967,Female,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 2,Image 2,Image 2,Image 2,Male,Female,Female,Male
surveymonkey,10885396930,7/26/19 7:19,7/26/19 7:25,North Carolina,1968,Female,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 1,Image 2,Image 1,Image 2,Male,Female,Female,Male
surveymonkey,10885377153,7/26/19 7:11,7/26/19 7:15,New Jersey,1969,Female,White / Caucasian,"$50,000 and $99,999",High School Graduate,Image 3,Image 2,Image 2,Image 2,Female,Female,Female,Male
surveymonkey,10885255013,7/26/19 6:15,7/26/19 6:19,Utah,1992,Female,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 3,Image 3,Image 3,Image 2,Female,Male,Male,Male
surveymonkey,10885233110,7/26/19 6:04,7/26/19 6:06,California,1974,Male,Asian / Pacific Islander,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 3,Image 4,Image 4,Image 3,Female,Male,Male,Female
surveymonkey,10885193082,7/26/19 5:44,7/26/19 5:45,Indiana,1965,Female,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),,,,,NULL,NULL,NULL,NULL
surveymonkey,10885122672,7/26/19 5:04,7/26/19 5:10,Maryland,1949,Male,Black or African American,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 1,Image 4,Image 1,Image 4,Male,Male,Female,Female
surveymonkey,10885122258,7/26/19 5:04,7/26/19 5:07,Texas,1967,Male,White / Caucasian,"$150,000 to $199,999",Bachelor's Degree (4-year),Image 2,Image 3,Image 2,Image 3,Male,Male,Female,Female
surveymonkey,10885115082,7/26/19 5:00,7/26/19 5:01,New Jersey,1949,Male,White / Caucasian,"$150,000 to $199,999",Bachelor's Degree (4-year),,,,,NULL,NULL,NULL,NULL
surveymonkey,10885109767,7/26/19 4:56,7/26/19 5:04,North Carolina,1939,Male,White / Caucasian,"$200,000 or more",Doctoral Degree,Image 4,Image 2,Image 1,Image 3,Female,Female,Female,Female
surveymonkey,10885109564,7/26/19 4:56,7/26/19 4:59,Texas,1945,Male,White / Caucasian,"$50,000 and $99,999",High School Graduate,Image 4,Image 3,Image 2,Image 1,Female,Male,Female,Male
surveymonkey,10885103204,7/26/19 4:52,7/26/19 4:56,Arkansas,1972,Male,White / Caucasian,"$200,000 or more","Professional Degree (MD, JD etc.)",Image 4,Image 2,Image 4,Image 1,Female,Female,Male,Male
surveymonkey,10885098929,7/26/19 4:49,7/26/19 4:54,Michigan,1966,Male,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 1,Image 1,Image 2,Image 2,Male,Female,Female,Male
surveymonkey,10885092671,7/26/19 4:45,7/26/19 4:49,Pennsylvania,1974,Male,Multiple ethnicities,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 4,Image 2,Image 2,Image 1,Female,Female,Female,Male
surveymonkey,10885081079,7/26/19 4:37,7/26/19 4:40,Oregon,1957,Male,White / Caucasian,"$10,000ë_to $49,999",Associate Degree (2-year),Image 3,Image 4,Image 2,Image 3,Female,Male,Female,Female
surveymonkey,10885075783,7/26/19 4:33,7/26/19 4:35,Texas,1943,Male,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 2,Image 3,Image 4,Image 4,Male,Male,Male,Female
surveymonkey,10885069912,7/26/19 4:29,7/26/19 4:31,Massachusetts,1950,Male,White / Caucasian,"$200,000 or more","Professional Degree (MD, JD etc.)",Image 4,Image 4,Image 2,Image 4,Female,Male,Female,Female
surveymonkey,10885060426,7/26/19 4:22,7/26/19 4:26,Ohio,1962,Male,White / Caucasian,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 4,Image 1,Image 2,Image 2,Female,Female,Female,Male
surveymonkey,10885051707,7/26/19 4:14,7/26/19 4:16,New York,1979,Male,White / Caucasian,"$150,000 to $199,999",Associate Degree (2-year),Image 4,Image 3,Image 2,Image 4,Female,Male,Female,Female
surveymonkey,10885046424,7/26/19 4:11,7/26/19 4:13,Ohio,1963,Male,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 4,Image 3,Image 2,Image 3,Female,Male,Female,Female
surveymonkey,10885045578,7/26/19 4:08,7/26/19 4:12,Pennsylvania,1973,Male,White / Caucasian,"$50,000 and $99,999",Associate Degree (2-year),Image 1,Image 4,Image 3,Image 1,Male,Male,Male,Male
surveymonkey,10885040093,7/26/19 4:07,7/26/19 4:17,Florida,1935,Female,White / Caucasian,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 3,Image 2,Image 1,Image 1,Female,Female,Female,Male
surveymonkey,10885039129,7/26/19 4:07,7/26/19 4:10,Texas,1971,Female,Hispanic,"Less thanë_$10,000",High School Graduate,Image 1,Image 2,Image 2,Image 2,Male,Female,Female,Male
surveymonkey,10885037195,7/26/19 3:40,7/26/19 4:06,North Carolina,1998,Male,Black or African American,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 2,Image 4,Image 1,Image 3,Male,Male,Female,Female
surveymonkey,10885034954,7/26/19 4:04,7/26/19 4:06,Missouri,1962,Female,White / Caucasian,"Less thanë_$10,000",Preferë_NOT to disclose,Image 2,Image 4,Image 4,Image 4,Male,Male,Male,Female
surveymonkey,10885034504,7/26/19 4:04,7/26/19 4:08,Florida,1951,Male,White / Caucasian,"$200,000 or more",Bachelor's Degree (4-year),Image 4,Image 3,Image 4,Image 1,Female,Male,Male,Male
surveymonkey,10885030387,7/26/19 4:01,7/26/19 4:12,Oklahoma,1959,Female,White / Caucasian,"$50,000 and $99,999",Preferë_NOT to disclose,Image 2,Image 1,Image 1,Image 3,Male,Female,Female,Female
surveymonkey,10885028611,7/26/19 3:54,7/26/19 4:00,Georgia,1967,Female,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 4,Image 3,Image 2,Image 3,Female,Male,Female,Female
surveymonkey,10885027739,7/26/19 3:59,7/26/19 4:11,Indiana,1992,Female,White / Caucasian,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 2,Image 3,Image 2,Image 2,Male,Male,Female,Male
surveymonkey,10885026825,7/26/19 3:57,7/26/19 3:58,Colorado,1978,Female,Multiple ethnicities,"$150,000 to $199,999",High School Graduate,Image 4,Image 3,Image 4,Image 3,Female,Male,Male,Female
surveymonkey,10885023881,7/26/19 3:54,7/26/19 3:56,Maryland,1964,Male,White / Caucasian,"$50,000 and $99,999",High School Graduate,Image 4,Image 3,Image 1,Image 4,Female,Male,Female,Female
surveymonkey,10885022444,7/26/19 3:50,7/26/19 3:55,Virginia,1960,Female,White / Caucasian,"Less thanë_$10,000",High School Graduate,Image 1,Image 3,Image 2,Image 2,Male,Male,Female,Male
surveymonkey,10885015992,7/26/19 3:50,7/26/19 3:55,Maine,1948,Male,White / Caucasian,"$150,000 to $199,999",Bachelor's Degree (4-year),Image 2,Image 3,Image 2,Image 2,Male,Male,Female,Male
surveymonkey,10885011744,7/26/19 3:47,7/26/19 3:50,Missouri,1983,Male,White / Caucasian,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 3,Image 4,Image 3,Image 4,Female,Male,Male,Female
surveymonkey,10885011073,7/26/19 3:46,7/26/19 3:49,Georgia,1967,Female,Black or African American,"$200,000 or more",Associate Degree (2-year),Image 3,Image 2,Image 2,Image 3,Female,Female,Female,Female
surveymonkey,10885010782,7/26/19 3:42,7/26/19 3:46,Ohio,1959,Female,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 4,Image 2,Image 1,Image 2,Female,Female,Female,Male
surveymonkey,10885010317,7/26/19 3:46,7/26/19 3:49,Virginia,1955,Male,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 3,Image 2,Image 2,Image 3,Female,Female,Female,Female
surveymonkey,10885007344,7/26/19 3:43,7/26/19 3:47,New York,1992,Male,Black or African American,"$50,000 and $99,999",High School Graduate,Image 3,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10885005816,7/26/19 3:42,7/26/19 3:44,Connecticut,1957,Male,White / Caucasian,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 4,Image 2,Image 1,Image 2,Female,Female,Female,Male
surveymonkey,10885001934,7/26/19 3:17,7/26/19 3:39,California,1967,Male,Hispanic,"$10,000ë_to $49,999",High School Graduate,Image 3,Image 2,Image 1,Image 4,Female,Female,Female,Female
surveymonkey,10884999313,7/26/19 3:36,7/26/19 3:37,Maine,1965,Male,White / Caucasian,"$100,000 to $149,999",Associate Degree (2-year),Image 2,Image 4,Image 4,Image 3,Male,Male,Male,Female
surveymonkey,10884994706,7/26/19 3:33,7/26/19 3:37,Ohio,1968,Female,White / Caucasian,"$50,000 and $99,999",Associate Degree (2-year),Image 1,Image 3,Image 3,Image 2,Male,Male,Male,Male
surveymonkey,10884993025,7/26/19 3:30,7/26/19 3:32,New York,1985,Female,White / Caucasian,"$50,000 and $99,999",Doctoral Degree,Image 3,Image 2,Image 2,Image 3,Female,Female,Female,Female
surveymonkey,10884992198,7/26/19 3:26,7/26/19 3:31,North Carolina,1988,Female,Black or African American,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 1,Image 3,Image 1,Image 4,Male,Male,Female,Female
surveymonkey,10884992065,7/26/19 3:31,7/26/19 3:35,Virginia,1954,Male,White / Caucasian,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 3,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10884990406,7/26/19 3:30,7/26/19 3:34,North Carolina,1973,Female,White / Caucasian,"$150,000 to $199,999",High School Graduate,Image 4,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10884986819,7/26/19 3:26,7/26/19 3:31,Kentucky,1965,Female,White / Caucasian,"$50,000 and $99,999",Associate Degree (2-year),Image 4,Image 2,Image 4,Image 1,Female,Female,Male,Male
surveymonkey,10884986630,7/26/19 3:27,7/26/19 3:31,North Carolina,1972,Male,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 4,Image 4,Image 3,Image 2,Female,Male,Male,Male
surveymonkey,10884983537,7/26/19 3:24,7/26/19 3:28,California,1946,Female,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 1,Image 2,Image 2,Image 3,Male,Female,Female,Female
surveymonkey,10884980196,7/26/19 3:22,7/26/19 3:25,Florida,1973,Male,White / Caucasian,"$50,000 and $99,999",High School Graduate,Image 4,Image 3,Image 1,Image 2,Female,Male,Female,Male
surveymonkey,10884974398,7/26/19 3:13,7/26/19 3:17,Utah,1963,Male,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 1,Image 1,Image 1,Image 2,Male,Female,Female,Male
surveymonkey,10884974315,7/26/19 3:17,7/26/19 3:22,Ohio,1959,Female,White / Caucasian,"$10,000ë_to $49,999",Associate Degree (2-year),Image 2,Image 3,Image 3,Image 2,Male,Male,Male,Male
surveymonkey,10884970707,7/26/19 3:14,7/26/19 3:22,Georgia,1963,Female,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 4,Image 1,Image 4,Image 1,Female,Female,Male,Male
surveymonkey,10884968777,7/26/19 3:11,7/26/19 3:13,Utah,1979,Male,White / Caucasian,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 3,Image 1,Image 1,Image 2,Female,Female,Female,Male
surveymonkey,10884966062,7/26/19 3:11,7/26/19 3:15,Michigan,1956,Female,White / Caucasian,"$50,000 and $99,999","Professional Degree (MD, JD etc.)",Image 4,Image 3,Image 3,Image 4,Female,Male,Male,Female
surveymonkey,10884964027,7/26/19 3:09,7/26/19 3:14,Wyoming,1935,Male,White / Caucasian,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 2,Image 4,Image 2,Image 3,Male,Male,Female,Female
surveymonkey,10884962485,7/26/19 3:04,7/26/19 3:08,Oklahoma,1971,Male,White / Caucasian,"$50,000 and $99,999",High School Graduate,Image 4,Image 2,Image 3,Image 2,Female,Female,Male,Male
surveymonkey,10884962084,7/26/19 3:08,7/26/19 3:14,Tennessee,1983,Male,White / Caucasian,"Less thanë_$10,000",Doctoral Degree,Image 3,Image 2,Image 1,Image 2,Female,Female,Female,Male
surveymonkey,10884960271,7/26/19 3:06,7/26/19 3:08,Florida,1961,Female,Hispanic,"$10,000ë_to $49,999",Associate Degree (2-year),Image 2,Image 1,Image 4,Image 3,Male,Female,Male,Female
surveymonkey,10884957331,7/26/19 2:59,7/26/19 3:04,California,1967,Male,White / Caucasian,"Less thanë_$10,000",Associate Degree (2-year),Image 4,Image 4,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10884957111,7/26/19 3:00,7/26/19 3:04,New York,1971,Male,Asian / Pacific Islander,"$150,000 to $199,999",Bachelor's Degree (4-year),Image 4,Image 1,Image 3,Image 2,Female,Female,Male,Male
surveymonkey,10884955834,7/26/19 3:00,7/26/19 3:03,Pennsylvania,1966,Female,White / Caucasian,Prefer NOT to disclose,High School Graduate,Image 3,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10884949384,7/26/19 2:58,7/26/19 3:02,Arizona,1992,Female,Hispanic,"$50,000 and $99,999",Preferë_NOT to disclose,Image 2,Image 2,Image 1,Image 3,Male,Female,Female,Female
surveymonkey,10884948785,7/26/19 2:57,7/26/19 3:02,Texas,1940,Female,White / Caucasian,"$50,000 and $99,999",Preferë_NOT to disclose,Image 3,Image 1,Image 2,Image 2,Female,Female,Female,Male
surveymonkey,10884947558,7/26/19 2:56,7/26/19 3:00,Massachusetts,1967,Male,White / Caucasian,"$50,000 and $99,999",High School Graduate,Image 3,Image 3,Image 2,Image 2,Female,Male,Female,Male
surveymonkey,10884945373,7/26/19 2:54,7/26/19 2:58,Illinois,1995,Female,Black or African American,"$10,000ë_to $49,999",Associate Degree (2-year),Image 3,Image 2,Image 2,Image 2,Female,Female,Female,Male
surveymonkey,10884945179,7/26/19 2:52,7/26/19 2:55,West Virginia,1989,Male,White / Caucasian,"$50,000 and $99,999",Bachelor's Degree (4-year),Image 1,Image 3,Image 2,Image 2,Male,Male,Female,Male
surveymonkey,10884944761,7/26/19 2:54,7/26/19 2:56,New York,1969,Female,Black or African American,"$100,000 to $149,999",Bachelor's Degree (4-year),Image 4,Image 4,Image 3,Image 2,Female,Male,Male,Male
surveymonkey,10884943635,7/26/19 2:50,7/26/19 2:53,West Virginia,1950,Female,White / Caucasian,"$10,000ë_to $49,999",High School Graduate,Image 1,Image 4,Image 1,Image 4,Male,Male,Female,Female
surveymonkey,10884943524,7/26/19 2:51,7/26/19 2:53,Virginia,1973,Male,White / Caucasian,"$100,000 to $149,999",High School Graduate,Image 4,Image 1,Image 2,Image 2,Female,Female,Female,Male
surveymonkey,10884940547,7/26/19 2:46,7/26/19 2:51,New York,1965,Male,White / Caucasian,"$10,000ë_to $49,999",Associate Degree (2-year),Image 2,Image 1,Image 1,Image 4,Male,Female,Female,Female
surveymonkey,10884936961,7/26/19 2:44,7/26/19 2:48,Maryland,1960,Female,Black or African American,"$10,000ë_to $49,999",High School Graduate,Image 3,Image 3,Image 3,Image 2,Female,Male,Male,Male
surveymonkey,10884936639,7/26/19 2:47,7/26/19 2:52,Florida,1955,Female,White / Caucasian,"$200,000 or more","Professional Degree (MD, JD etc.)",Image 4,Image 3,Image 2,Image 1,Female,Male,Female,Male
surveymonkey,10884929966,7/26/19 2:38,7/26/19 2:42,Connecticut,1962,Male,White / Caucasian,"$200,000 or more",Bachelor's Degree (4-year),Image 4,Image 4,Image 4,Image 4,Female,Male,Male,Female
surveymonkey,10884929782,7/26/19 2:42,7/26/19 2:44,Louisiana,1952,Male,Black or African American,"$10,000ë_to $49,999",High School Graduate,Image 2,Image 3,Image 2,Image 4,Male,Male,Female,Female
surveymonkey,10884928532,7/26/19 2:41,7/26/19 2:45,Nebraska,1952,Female,White / Caucasian,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 3,Image 1,Image 1,Image 1,Female,Female,Female,Male
surveymonkey,10884926098,7/26/19 2:39,7/26/19 2:42,California,1984,Female,Hispanic,"$150,000 to $199,999",High School Graduate,Image 2,Image 2,Image 1,Image 3,Male,Female,Female,Female
surveymonkey,10884923640,7/26/19 2:37,7/26/19 2:41,Oklahoma,1971,Female,Black or African American,"$10,000ë_to $49,999",Bachelor's Degree (4-year),Image 4,Image 2,Image 4,Image 1,Female,Female,Male,Male
surveymonkey,10884920273,7/26/19 2:35,7/26/19 2:38,California,1995,Male,Asian / Pacific Islander,"$200,000 or more",Associate Degree (2-year),Image 4,Image 2,Image 2,Image 3,Female,Female,Female,Female
surveymonkey,10884919199,7/26/19 2:34,7/26/19 2:38,Virginia,1955,Female,White / Caucasian,"$100,000 to $149,999",Doctoral Degree,Image 4,Image 2,Image 4,Image 2,Female,Female,Male,Male
